transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel
TXN-2025-0375,BILL-1233,2025-01-26,S2,Uptown,C010,Loyal,P100,Personal Care,Shampoo 250ml,1,8.13,UPI,1.0,In-store
TXN-2025-0376,BILL-1231,2025-03-02,S2,Uptown,C094,Regular,P332,Beverages,Orange Juice 1L,3,6.04,UPI,2.0,Online
TXN-2025-0377,BILL-1054,2025-01-08,S1,Downtown,C195,Loyal,P101,Beverages,Orange Juice 1L,3,4.2,UPI,1.0,Online
TXN-2025-0378,BILL-1201,2025-01-03,S1,Downtown,C127,Regular,P309,Personal Care,Shampoo 250ml,1,3.29,Cash,0.5,In-store
TXN-2025-0379,BILL-1258,2025-01-14,S2,Uptown,C049,Loyal,P155,Snacks,Potato Chips,4,1.42,Credit Card,0.0,Online
TXN-2025-0380,BILL-1296,2025-01-09,S2,Uptown,C002,Loyal,P124,Personal Care,Shampoo 250ml,5,9.42,UPI,2.0,In-store
TXN-2025-0381,BILL-1140,2025-01-12,S3,Suburban,C033,Regular,P264,Snacks,Potato Chips,5,8.93,UPI,2.0,In-store
TXN-2025-0382,BILL-1283,2025-01-26,S2,Uptown,C076,New,P170,Beverages,Orange Juice 1L,4,6.42,UPI,1.0,Online
TXN-2025-0383,BILL-1257,2025-02-10,S1,Downtown,C052,Regular,P248,Personal Care,Shampoo 250ml,3,9.29,UPI,0.5,In-store
TXN-2025-0384,BILL-1216,2025-02-04,S3,Suburban,C164,New,P159,Personal Care,Shampoo 250ml,3,6.06,UPI,2.0,Online
TXN-2025-0385,BILL-1082,2025-02-21,S1,Downtown,C134,Regular,P295,Beverages,Orange Juice 1L,2,1.48,Cash,0.0,Online
TXN-2025-0386,BILL-1052,2025-01-19,S3,Suburban,C065,Regular,P251,Beverages,Orange Juice 1L,2,7.78,Credit Card,0.0,Online
TXN-2025-0387,BILL-1195,2025-02-09,S3,Suburban,C190,Loyal,P387,Beverages,Orange Juice 1L,4,3.14,UPI,1.0,In-store
TXN-2025-0388,BILL-1115,2025-01-25,S2,Uptown,C176,New,P127,Personal Care,Shampoo 250ml,1,7.69,UPI,0.5,Online
TXN-2025-0389,BILL-1150,2025-02-28,S3,Suburban,C181,Loyal,P288,Personal Care,Shampoo 250ml,5,5.92,UPI,0.5,In-store
TXN-2025-0390,BILL-1284,2025-01-29,S1,Downtown,C175,Regular,P188,Beverages,Orange Juice 1L,5,2.07,Credit Card,0.0,Online
TXN-2025-0391,BILL-1165,2025-01-17,S1,Downtown,C042,Loyal,P102,Snacks,Potato Chips,3,5.2,Cash,0.5,In-store
TXN-2025-0392,BILL-1269,2025-02-08,S1,Downtown,C199,Loyal,P254,Personal Care,Shampoo 250ml,4,8.11,Cash,1.0,Online
TXN-2025-0393,BILL-1113,2025-01-15,S1,Downtown,C134,Regular,P181,Personal Care,Shampoo 250ml,4,5.89,Cash,2.0,Online
TXN-2025-0394,BILL-1058,2025-02-26,S1,Downtown,C170,New,P284,Snacks,Potato Chips,3,2.97,UPI,2.0,In-store
TXN-2025-0395,BILL-1197,2025-02-12,S2,Uptown,C115,Regular,P224,Personal Care,Shampoo 250ml,1,7.14,Credit Card,1.0,In-store
TXN-2025-0396,BILL-1151,2025-01-17,S3,Suburban,C186,New,P364,Beverages,Orange Juice 1L,3,5.63,Credit Card,2.0,In-store
TXN-2025-0397,BILL-1107,2025-02-27,S3,Suburban,C050,New,P142,Personal Care,Shampoo 250ml,1,2.51,UPI,0.0,In-store
TXN-2025-0398,BILL-1078,2025-02-12,S3,Suburban,C199,Regular,P317,Personal Care,Shampoo 250ml,1,2.85,UPI,2.0,In-store
TXN-2025-0399,BILL-1294,2025-01-02,S2,Uptown,C184,New,P144,Beverages,Orange Juice 1L,1,1.49,UPI,1.0,In-store
TXN-2025-0400,BILL-1273,2025-02-22,S1,Downtown,C067,New,P330,Snacks,Potato Chips,4,4.9,Credit Card,0.0,In-store
TXN-2025-0401,BILL-1148,2025-01-01,S3,Suburban,C185,Loyal,P399,Beverages,Orange Juice 1L,1,7.31,Credit Card,0.0,In-store
TXN-2025-0402,BILL-1273,2025-02-20,S3,Suburban,C078,Loyal,P244,Beverages,Orange Juice 1L,4,4.43,Credit Card,0.0,In-store
TXN-2025-0403,BILL-1063,2025-01-15,S1,Downtown,C192,New,P251,Personal Care,Shampoo 250ml,2,3.68,Cash,1.0,In-store
TXN-2025-0404,BILL-1108,2025-01-03,S1,Downtown,C147,Loyal,P375,Snacks,Potato Chips,5,9.52,Cash,1.0,Online
TXN-2025-0405,BILL-1092,2025-01-27,S3,Suburban,C132,Regular,P194,Beverages,Orange Juice 1L,2,6.55,Cash,1.0,In-store
TXN-2025-0406,BILL-1101,2025-02-12,S3,Suburban,C014,Loyal,P381,Snacks,Potato Chips,1,3.62,Credit Card,0.0,In-store
TXN-2025-0407,BILL-1248,2025-02-16,S3,Suburban,C125,New,P165,Snacks,Potato Chips,2,1.9,Cash,0.0,Online
TXN-2025-0408,BILL-1086,2025-01-29,S2,Uptown,C158,Loyal,P399,Snacks,Potato Chips,2,6.09,Credit Card,1.0,Online
TXN-2025-0409,BILL-1245,2025-01-01,S2,Uptown,C064,Regular,P323,Personal Care,Shampoo 250ml,3,8.56,UPI,0.5,Online
TXN-2025-0410,BILL-1275,2025-01-30,S2,Uptown,C092,New,P382,Snacks,Potato Chips,1,2.58,Credit Card,0.0,In-store
TXN-2025-0411,BILL-1108,2025-01-13,S2,Uptown,C188,Loyal,P138,Beverages,Orange Juice 1L,1,8.65,UPI,0.0,Online
TXN-2025-0412,BILL-1114,2025-02-28,S1,Downtown,C142,New,P376,Personal Care,Shampoo 250ml,4,6.89,Credit Card,0.5,Online
TXN-2025-0413,BILL-1122,2025-02-27,S3,Suburban,C188,New,P337,Beverages,Orange Juice 1L,5,5.59,Credit Card,2.0,In-store
TXN-2025-0414,BILL-1183,2025-02-24,S3,Suburban,C176,Regular,P171,Personal Care,Shampoo 250ml,4,2.43,UPI,0.5,Online
TXN-2025-0415,BILL-1265,2025-01-03,S1,Downtown,C195,New,P132,Beverages,Orange Juice 1L,3,4.32,UPI,0.0,In-store
TXN-2025-0416,BILL-1134,2025-02-28,S2,Uptown,C100,New,P123,Snacks,Potato Chips,1,9.83,Cash,1.0,Online
TXN-2025-0417,BILL-1192,2025-02-07,S3,Suburban,C146,Regular,P293,Snacks,Potato Chips,3,6.29,UPI,0.0,Online
TXN-2025-0418,BILL-1225,2025-02-28,S1,Downtown,C133,New,P276,Snacks,Potato Chips,4,8.13,UPI,0.0,In-store
TXN-2025-0419,BILL-1117,2025-01-11,S1,Downtown,C020,Loyal,P243,Personal Care,Shampoo 250ml,2,2.35,Credit Card,0.5,In-store
TXN-2025-0420,BILL-1011,2025-01-27,S2,Uptown,C185,Regular,P345,Snacks,Potato Chips,4,2.9,UPI,0.5,Online
TXN-2025-0421,BILL-1028,2025-01-16,S1,Downtown,C033,Loyal,P182,Personal Care,Shampoo 250ml,2,6.67,UPI,0.0,In-store
TXN-2025-0422,BILL-1229,2025-01-11,S2,Uptown,C047,Loyal,P388,Snacks,Potato Chips,1,8.91,Cash,1.0,In-store
TXN-2025-0423,BILL-1085,2025-02-08,S2,Uptown,C124,Regular,P310,Beverages,Orange Juice 1L,5,2.28,UPI,0.5,Online
TXN-2025-0424,BILL-1103,2025-02-16,S3,Suburban,C088,New,P135,Personal Care,Shampoo 250ml,2,4.4,Cash,0.5,In-store
TXN-2025-0425,BILL-1047,2025-02-03,S3,Suburban,C176,New,P149,Beverages,Orange Juice 1L,2,5.28,UPI,0.0,In-store
TXN-2025-0426,BILL-1117,2025-01-31,S3,Suburban,C034,Loyal,P100,Personal Care,Shampoo 250ml,4,5.7,Cash,1.0,Online
TXN-2025-0427,BILL-1042,2025-03-02,S2,Uptown,C197,New,P394,Snacks,Potato Chips,1,4.83,Credit Card,1.0,In-store
TXN-2025-0428,BILL-1266,2025-01-19,S3,Suburban,C140,New,P196,Snacks,Potato Chips,1,7.38,UPI,0.0,In-store
TXN-2025-0429,BILL-1133,2025-01-01,S2,Uptown,C168,Regular,P261,Personal Care,Shampoo 250ml,4,4.26,Credit Card,0.5,Online
TXN-2025-0430,BILL-1091,2025-02-24,S3,Suburban,C109,Loyal,P241,Snacks,Potato Chips,4,7.79,UPI,2.0,Online
TXN-2025-0431,BILL-1060,2025-01-24,S3,Suburban,C143,New,P257,Snacks,Potato Chips,5,4.1,UPI,2.0,In-store
TXN-2025-0432,BILL-1082,2025-02-17,S1,Downtown,C115,Loyal,P151,Beverages,Orange Juice 1L,2,5.58,UPI,1.0,In-store
TXN-2025-0433,BILL-1189,2025-01-25,S3,Suburban,C002,Regular,P341,Beverages,Orange Juice 1L,5,4.92,Credit Card,0.0,In-store
TXN-2025-0434,BILL-1089,2025-01-06,S3,Suburban,C010,Loyal,P305,Snacks,Potato Chips,5,6.91,UPI,1.0,In-store
TXN-2025-0435,BILL-1018,2025-02-10,S2,Uptown,C113,Regular,P365,Beverages,Orange Juice 1L,3,2.75,UPI,0.5,In-store
TXN-2025-0436,BILL-1207,2025-01-24,S1,Downtown,C168,Regular,P144,Beverages,Orange Juice 1L,3,8.02,UPI,1.0,Online
TXN-2025-0437,BILL-1115,2025-02-07,S1,Downtown,C133,Regular,P135,Personal Care,Shampoo 250ml,1,5.95,Credit Card,1.0,Online
TXN-2025-0438,BILL-1257,2025-02-08,S1,Downtown,C117,New,P102,Personal Care,Shampoo 250ml,3,2.58,UPI,0.0,In-store
TXN-2025-0439,BILL-1124,2025-01-19,S2,Uptown,C030,Loyal,P375,Snacks,Potato Chips,5,3.25,Credit Card,2.0,Online
TXN-2025-0440,BILL-1034,2025-02-18,S2,Uptown,C199,New,P335,Personal Care,Shampoo 250ml,5,8.76,Cash,2.0,Online
TXN-2025-0441,BILL-1134,2025-01-25,S3,Suburban,C057,Loyal,P217,Personal Care,Shampoo 250ml,3,4.71,UPI,1.0,In-store
TXN-2025-0442,BILL-1181,2025-01-16,S2,Uptown,C024,New,P275,Personal Care,Shampoo 250ml,1,5.99,Credit Card,0.5,Online
TXN-2025-0443,BILL-1135,2025-01-14,S3,Suburban,C069,Regular,P197,Personal Care,Shampoo 250ml,4,7.63,UPI,0.5,In-store
TXN-2025-0444,BILL-1003,2025-01-14,S1,Downtown,C052,Regular,P282,Personal Care,Shampoo 250ml,2,8.01,Cash,0.0,Online
TXN-2025-0445,BILL-1261,2025-02-18,S3,Suburban,C011,New,P261,Snacks,Potato Chips,4,9.08,Credit Card,1.0,In-store
TXN-2025-0446,BILL-1257,2025-01-18,S2,Uptown,C057,Loyal,P127,Beverages,Orange Juice 1L,5,8.19,UPI,2.0,In-store
TXN-2025-0447,BILL-1194,2025-01-23,S2,Uptown,C176,Regular,P161,Snacks,Potato Chips,5,5.14,Cash,0.0,In-store
TXN-2025-0448,BILL-1175,2025-02-07,S1,Downtown,C084,New,P232,Personal Care,Shampoo 250ml,2,5.94,Credit Card,0.5,Online
TXN-2025-0449,BILL-1092,2025-01-24,S1,Downtown,C128,New,P314,Beverages,Orange Juice 1L,3,4.29,Credit Card,2.0,Online
TXN-2025-0450,BILL-1074,2025-02-06,S1,Downtown,C148,Loyal,P151,Beverages,Orange Juice 1L,3,8.24,Credit Card,2.0,In-store
TXN-2025-0451,BILL-1128,2025-02-21,S3,Suburban,C039,New,P190,Beverages,Orange Juice 1L,4,5.5,Credit Card,1.0,Online
TXN-2025-0452,BILL-1230,2025-02-05,S3,Suburban,C013,New,P183,Beverages,Orange Juice 1L,1,2.94,Credit Card,1.0,In-store
TXN-2025-0453,BILL-1210,2025-02-17,S2,Uptown,C067,New,P386,Snacks,Potato Chips,5,9.39,Credit Card,1.0,In-store
TXN-2025-0454,BILL-1166,2025-01-08,S2,Uptown,C174,Loyal,P395,Beverages,Orange Juice 1L,5,6.85,Credit Card,0.5,Online
TXN-2025-0455,BILL-1085,2025-02-13,S3,Suburban,C125,Loyal,P140,Snacks,Potato Chips,4,6.52,UPI,2.0,In-store
TXN-2025-0456,BILL-1175,2025-02-10,S2,Uptown,C108,Loyal,P392,Personal Care,Shampoo 250ml,4,8.64,Cash,0.0,In-store
TXN-2025-0457,BILL-1300,2025-01-15,S2,Uptown,C082,Loyal,P236,Snacks,Potato Chips,5,6.8,Credit Card,1.0,Online
TXN-2025-0458,BILL-1107,2025-02-03,S2,Uptown,C106,Regular,P111,Beverages,Orange Juice 1L,2,7.55,UPI,1.0,In-store
TXN-2025-0459,BILL-1053,2025-01-11,S2,Uptown,C027,Regular,P342,Beverages,Orange Juice 1L,5,1.48,UPI,2.0,In-store
TXN-2025-0460,BILL-1067,2025-01-17,S3,Suburban,C040,Regular,P299,Personal Care,Shampoo 250ml,3,3.06,Credit Card,1.0,In-store
TXN-2025-0461,BILL-1280,2025-02-03,S1,Downtown,C008,Regular,P282,Personal Care,Shampoo 250ml,3,8.78,UPI,2.0,Online
TXN-2025-0462,BILL-1276,2025-01-29,S1,Downtown,C179,Loyal,P333,Beverages,Orange Juice 1L,5,4.91,Credit Card,1.0,Online
TXN-2025-0463,BILL-1176,2025-01-15,S1,Downtown,C114,New,P311,Snacks,Potato Chips,3,2.4,Cash,0.0,In-store
TXN-2025-0464,BILL-1003,2025-01-19,S2,Uptown,C137,Regular,P351,Personal Care,Shampoo 250ml,4,3.7,Credit Card,2.0,In-store
TXN-2025-0465,BILL-1134,2025-02-05,S2,Uptown,C049,New,P323,Personal Care,Shampoo 250ml,4,3.25,Credit Card,2.0,In-store
TXN-2025-0466,BILL-1035,2025-01-06,S2,Uptown,C161,Regular,P239,Personal Care,Shampoo 250ml,3,6.84,Credit Card,1.0,In-store
TXN-2025-0467,BILL-1009,2025-01-12,S1,Downtown,C075,Regular,P333,Personal Care,Shampoo 250ml,5,5.07,Cash,2.0,Online
TXN-2025-0468,BILL-1119,2025-01-10,S1,Downtown,C137,Regular,P152,Beverages,Orange Juice 1L,3,3.42,UPI,2.0,In-store
TXN-2025-0469,BILL-1016,2025-01-06,S1,Downtown,C004,New,P275,Beverages,Orange Juice 1L,4,3.8,Credit Card,2.0,Online
TXN-2025-0470,BILL-1128,2025-01-22,S1,Downtown,C193,Regular,P236,Beverages,Orange Juice 1L,4,1.64,Cash,2.0,In-store
TXN-2025-0471,BILL-1101,2025-02-22,S2,Uptown,C004,Regular,P227,Personal Care,Shampoo 250ml,4,7.94,Cash,2.0,In-store
TXN-2025-0472,BILL-1021,2025-01-30,S3,Suburban,C198,Regular,P206,Personal Care,Shampoo 250ml,4,4.5,Credit Card,1.0,In-store
TXN-2025-0473,BILL-1057,2025-02-17,S3,Suburban,C134,Regular,P346,Snacks,Potato Chips,3,2.79,UPI,0.0,In-store
TXN-2025-0474,BILL-1021,2025-01-16,S3,Suburban,C112,New,P185,Beverages,Orange Juice 1L,3,6.26,Cash,2.0,In-store
TXN-2025-0475,BILL-1046,2025-02-07,S3,Suburban,C122,Loyal,P179,Personal Care,Shampoo 250ml,3,7.94,Cash,0.5,Online
TXN-2025-0476,BILL-1119,2025-02-13,S3,Suburban,C087,Loyal,P130,Beverages,Orange Juice 1L,3,6.8,Cash,0.0,Online
TXN-2025-0477,BILL-1128,2025-01-21,S3,Suburban,C166,New,P198,Snacks,Potato Chips,1,7.2,UPI,1.0,In-store
TXN-2025-0478,BILL-1278,2025-02-27,S1,Downtown,C125,Loyal,P386,Snacks,Potato Chips,3,5.88,Cash,2.0,In-store
TXN-2025-0479,BILL-1134,2025-01-23,S2,Uptown,C188,New,P383,Snacks,Potato Chips,2,1.62,Credit Card,0.5,Online
TXN-2025-0480,BILL-1122,2025-02-04,S2,Uptown,C117,Regular,P359,Personal Care,Shampoo 250ml,4,7.6,UPI,0.0,Online
TXN-2025-0481,BILL-1144,2025-01-21,S3,Suburban,C017,Loyal,P298,Personal Care,Shampoo 250ml,2,5.72,UPI,2.0,In-store
TXN-2025-0482,BILL-1016,2025-01-21,S2,Uptown,C165,New,P149,Beverages,Orange Juice 1L,5,6.93,Cash,0.0,In-store
TXN-2025-0483,BILL-1269,2025-01-13,S1,Downtown,C125,Regular,P116,Beverages,Orange Juice 1L,5,6.78,UPI,2.0,Online
TXN-2025-0484,BILL-1251,2025-02-09,S3,Suburban,C152,New,P287,Beverages,Orange Juice 1L,2,6.45,Cash,0.0,In-store
TXN-2025-0485,BILL-1136,2025-03-01,S1,Downtown,C120,Loyal,P284,Beverages,Orange Juice 1L,5,7.69,Credit Card,2.0,In-store
TXN-2025-0486,BILL-1272,2025-02-03,S1,Downtown,C188,Regular,P139,Snacks,Potato Chips,2,9.65,Cash,0.0,In-store
TXN-2025-0487,BILL-1054,2025-01-25,S1,Downtown,C050,Loyal,P227,Personal Care,Shampoo 250ml,5,6.63,UPI,0.5,Online
TXN-2025-0488,BILL-1258,2025-02-19,S3,Suburban,C148,New,P334,Personal Care,Shampoo 250ml,4,8.95,Cash,0.5,Online
TXN-2025-0489,BILL-1220,2025-01-22,S3,Suburban,C041,Loyal,P326,Personal Care,Shampoo 250ml,3,9.12,Credit Card,1.0,Online
TXN-2025-0490,BILL-1229,2025-02-22,S3,Suburban,C083,Loyal,P388,Beverages,Orange Juice 1L,5,2.93,Credit Card,1.0,Online
TXN-2025-0491,BILL-1113,2025-01-26,S1,Downtown,C186,Regular,P108,Snacks,Potato Chips,5,2.22,Cash,1.0,Online
TXN-2025-0492,BILL-1235,2025-01-14,S2,Uptown,C006,Loyal,P383,Snacks,Potato Chips,5,6.01,Cash,0.5,In-store
TXN-2025-0493,BILL-1291,2025-01-23,S1,Downtown,C036,New,P398,Snacks,Potato Chips,2,3.1,Cash,1.0,Online
TXN-2025-0494,BILL-1019,2025-02-28,S1,Downtown,C188,Regular,P266,Personal Care,Shampoo 250ml,4,2.56,UPI,0.0,Online
TXN-2025-0495,BILL-1116,2025-02-16,S3,Suburban,C098,Regular,P271,Beverages,Orange Juice 1L,3,8.92,Credit Card,2.0,In-store
TXN-2025-0496,BILL-1167,2025-02-17,S3,Suburban,C155,Regular,P295,Personal Care,Shampoo 250ml,1,3.74,Credit Card,0.0,In-store
TXN-2025-0497,BILL-1148,2025-02-02,S3,Suburban,C057,Regular,P301,Beverages,Orange Juice 1L,4,7.78,Cash,0.0,Online
TXN-2025-0498,BILL-1134,2025-02-20,S2,Uptown,C038,Regular,P142,Snacks,Potato Chips,4,6.14,UPI,0.0,Online
TXN-2025-0499,BILL-1292,2025-01-06,S2,Uptown,C129,New,P166,Personal Care,Shampoo 250ml,2,5.33,Credit Card,0.5,Online
TXN-2025-0500,BILL-1057,2025-01-13,S3,Suburban,C158,Loyal,P226,Personal Care,Shampoo 250ml,2,1.64,Credit Card,2.0,In-store
TXN-2025-0501,BILL-1179,2025-02-12,S2,Uptown,C109,New,P197,Snacks,Potato Chips,3,4.1,Credit Card,0.0,In-store
TXN-2025-0502,BILL-1057,2025-02-09,S2,Uptown,C160,Regular,P122,Snacks,Potato Chips,2,2.8,Cash,1.0,In-store
TXN-2025-0503,BILL-1241,2025-02-17,S1,Downtown,C063,Loyal,P247,Beverages,Orange Juice 1L,1,4.09,Credit Card,0.0,Online
TXN-2025-0504,BILL-1072,2025-01-02,S2,Uptown,C054,Loyal,P208,Personal Care,Shampoo 250ml,2,5.92,UPI,1.0,Online
TXN-2025-0505,BILL-1102,2025-02-14,S3,Suburban,C172,Regular,P398,Snacks,Potato Chips,5,1.39,Cash,0.5,Online
TXN-2025-0506,BILL-1055,2025-02-20,S3,Suburban,C159,New,P338,Beverages,Orange Juice 1L,1,1.6,UPI,1.0,Online
TXN-2025-0507,BILL-1272,2025-01-02,S2,Uptown,C167,New,P294,Beverages,Orange Juice 1L,5,9.79,Credit Card,0.0,Online
TXN-2025-0508,BILL-1201,2025-01-06,S1,Downtown,C051,Loyal,P387,Snacks,Potato Chips,1,1.36,Credit Card,1.0,Online
TXN-2025-0509,BILL-1031,2025-02-17,S1,Downtown,C005,New,P280,Personal Care,Shampoo 250ml,3,6.63,UPI,0.5,Online
TXN-2025-0510,BILL-1044,2025-02-10,S2,Uptown,C100,Regular,P243,Personal Care,Shampoo 250ml,2,2.37,UPI,2.0,In-store
TXN-2025-0511,BILL-1168,2025-02-16,S2,Uptown,C134,Loyal,P216,Personal Care,Shampoo 250ml,4,3.16,Credit Card,0.5,Online
TXN-2025-0512,BILL-1268,2025-01-29,S3,Suburban,C034,Regular,P170,Personal Care,Shampoo 250ml,5,5.87,Cash,0.5,Online
TXN-2025-0513,BILL-1074,2025-02-28,S1,Downtown,C111,Regular,P389,Personal Care,Shampoo 250ml,2,3.86,Cash,0.0,Online
TXN-2025-0514,BILL-1054,2025-02-16,S1,Downtown,C196,New,P310,Snacks,Potato Chips,3,4.99,Cash,1.0,In-store
TXN-2025-0515,BILL-1118,2025-01-09,S1,Downtown,C007,Loyal,P236,Personal Care,Shampoo 250ml,5,6.1,UPI,0.5,In-store
TXN-2025-0516,BILL-1094,2025-02-13,S1,Downtown,C092,Regular,P344,Personal Care,Shampoo 250ml,2,5.52,UPI,2.0,Online
TXN-2025-0517,BILL-1211,2025-02-24,S2,Uptown,C126,New,P183,Beverages,Orange Juice 1L,2,3.04,Cash,2.0,Online
TXN-2025-0518,BILL-1166,2025-01-15,S3,Suburban,C172,Regular,P133,Beverages,Orange Juice 1L,2,9.34,UPI,2.0,Online
TXN-2025-0519,BILL-1201,2025-02-25,S2,Uptown,C064,New,P121,Snacks,Potato Chips,5,7.62,UPI,2.0,Online
TXN-2025-0520,BILL-1125,2025-02-09,S3,Suburban,C147,Loyal,P368,Personal Care,Shampoo 250ml,1,5.69,Credit Card,2.0,In-store
TXN-2025-0521,BILL-1225,2025-02-03,S3,Suburban,C102,Loyal,P385,Beverages,Orange Juice 1L,4,5.65,Cash,0.0,Online
TXN-2025-0522,BILL-1237,2025-01-26,S2,Uptown,C199,New,P185,Snacks,Potato Chips,4,3.65,UPI,0.0,In-store
TXN-2025-0523,BILL-1165,2025-02-23,S3,Suburban,C116,Regular,P356,Personal Care,Shampoo 250ml,1,2.62,Credit Card,0.5,Online
TXN-2025-0524,BILL-1063,2025-01-29,S1,Downtown,C046,New,P203,Personal Care,Shampoo 250ml,4,1.81,UPI,1.0,In-store
TXN-2025-0525,BILL-1193,2025-01-06,S1,Downtown,C181,New,P285,Personal Care,Shampoo 250ml,1,5.71,UPI,2.0,In-store
TXN-2025-0526,BILL-1214,2025-02-05,S2,Uptown,C012,Regular,P389,Snacks,Potato Chips,2,2.46,Cash,0.5,In-store
TXN-2025-0527,BILL-1006,2025-01-20,S2,Uptown,C187,New,P192,Snacks,Potato Chips,1,9.09,Cash,0.5,Online
TXN-2025-0528,BILL-1226,2025-01-30,S2,Uptown,C128,Loyal,P352,Beverages,Orange Juice 1L,2,2.95,Credit Card,2.0,Online
TXN-2025-0529,BILL-1075,2025-01-06,S3,Suburban,C154,Regular,P380,Beverages,Orange Juice 1L,3,6.58,Cash,0.5,In-store
TXN-2025-0530,BILL-1025,2025-01-04,S3,Suburban,C090,Regular,P116,Beverages,Orange Juice 1L,5,8.54,Credit Card,1.0,In-store
TXN-2025-0531,BILL-1018,2025-01-07,S2,Uptown,C046,Regular,P245,Personal Care,Shampoo 250ml,5,6.95,Credit Card,0.5,Online
TXN-2025-0532,BILL-1068,2025-01-06,S2,Uptown,C083,New,P134,Snacks,Potato Chips,4,8.59,Credit Card,0.0,Online
TXN-2025-0533,BILL-1055,2025-01-08,S3,Suburban,C071,New,P311,Personal Care,Shampoo 250ml,5,2.89,UPI,0.5,In-store
TXN-2025-0534,BILL-1132,2025-02-06,S3,Suburban,C162,Loyal,P347,Beverages,Orange Juice 1L,5,9.41,Credit Card,1.0,Online
TXN-2025-0535,BILL-1119,2025-02-03,S3,Suburban,C160,New,P388,Beverages,Orange Juice 1L,4,5.68,Credit Card,2.0,In-store
TXN-2025-0536,BILL-1212,2025-02-15,S2,Uptown,C050,Regular,P112,Beverages,Orange Juice 1L,4,6.63,UPI,0.0,In-store
TXN-2025-0537,BILL-1157,2025-01-27,S1,Downtown,C086,New,P208,Personal Care,Shampoo 250ml,1,6.77,Credit Card,1.0,In-store
TXN-2025-0538,BILL-1169,2025-01-20,S3,Suburban,C141,New,P158,Beverages,Orange Juice 1L,3,4.07,Cash,0.0,In-store
TXN-2025-0539,BILL-1236,2025-02-23,S2,Uptown,C173,New,P118,Snacks,Potato Chips,2,5.33,UPI,2.0,Online
TXN-2025-0540,BILL-1106,2025-02-20,S2,Uptown,C191,Regular,P253,Personal Care,Shampoo 250ml,5,7.52,UPI,1.0,In-store
TXN-2025-0541,BILL-1292,2025-02-06,S3,Suburban,C085,New,P176,Beverages,Orange Juice 1L,3,8.57,Credit Card,1.0,In-store
TXN-2025-0542,BILL-1254,2025-02-08,S2,Uptown,C048,Loyal,P257,Beverages,Orange Juice 1L,3,7.39,Credit Card,1.0,In-store
TXN-2025-0543,BILL-1103,2025-02-26,S1,Downtown,C096,New,P210,Snacks,Potato Chips,5,3.72,Credit Card,0.0,In-store
TXN-2025-0544,BILL-1167,2025-02-28,S1,Downtown,C114,Loyal,P347,Beverages,Orange Juice 1L,5,2.39,Credit Card,1.0,Online
TXN-2025-0545,BILL-1022,2025-01-10,S1,Downtown,C133,Loyal,P205,Beverages,Orange Juice 1L,1,5.13,Cash,0.0,Online
TXN-2025-0546,BILL-1107,2025-02-13,S3,Suburban,C023,New,P123,Snacks,Potato Chips,1,5.69,Cash,1.0,Online
TXN-2025-0547,BILL-1080,2025-01-21,S1,Downtown,C050,New,P372,Snacks,Potato Chips,3,7.96,Credit Card,0.0,In-store
TXN-2025-0548,BILL-1138,2025-01-18,S1,Downtown,C004,Loyal,P363,Personal Care,Shampoo 250ml,1,2.86,UPI,1.0,Online
TXN-2025-0549,BILL-1025,2025-01-10,S3,Suburban,C073,Loyal,P187,Beverages,Orange Juice 1L,1,3.8,UPI,1.0,Online
TXN-2025-0550,BILL-1228,2025-01-09,S1,Downtown,C121,Loyal,P154,Beverages,Orange Juice 1L,4,1.48,Credit Card,2.0,In-store
TXN-2025-0551,BILL-1047,2025-02-09,S2,Uptown,C080,New,P373,Beverages,Orange Juice 1L,1,9.76,UPI,2.0,In-store
TXN-2025-0552,BILL-1186,2025-02-22,S3,Suburban,C120,Regular,P258,Snacks,Potato Chips,4,5.23,Cash,0.5,Online
TXN-2025-0553,BILL-1179,2025-01-26,S1,Downtown,C180,Loyal,P266,Snacks,Potato Chips,4,5.39,Credit Card,0.0,In-store
TXN-2025-0554,BILL-1166,2025-01-31,S2,Uptown,C044,New,P394,Snacks,Potato Chips,2,5.57,UPI,2.0,In-store
TXN-2025-0555,BILL-1280,2025-02-05,S3,Suburban,C019,New,P336,Personal Care,Shampoo 250ml,4,6.31,UPI,0.5,In-store
TXN-2025-0556,BILL-1278,2025-01-11,S2,Uptown,C099,Regular,P206,Snacks,Potato Chips,5,4.88,UPI,2.0,Online
TXN-2025-0557,BILL-1166,2025-02-14,S1,Downtown,C045,Loyal,P139,Personal Care,Shampoo 250ml,5,8.53,UPI,0.0,Online
TXN-2025-0558,BILL-1031,2025-02-05,S1,Downtown,C114,Regular,P307,Snacks,Potato Chips,1,6.38,Credit Card,2.0,Online
TXN-2025-0559,BILL-1199,2025-01-06,S1,Downtown,C036,Loyal,P100,Personal Care,Shampoo 250ml,2,6.95,UPI,2.0,Online
TXN-2025-0560,BILL-1045,2025-02-09,S3,Suburban,C115,Regular,P262,Beverages,Orange Juice 1L,3,6.13,Credit Card,1.0,Online
TXN-2025-0561,BILL-1056,2025-02-07,S1,Downtown,C157,Loyal,P165,Snacks,Potato Chips,3,1.56,Cash,0.0,Online
